Marca;;#;;Codigo;;Reff;;Descripcion;;Inv;;Foto
VICSON;;3;;5018001;;93060019;;MALLA CERCA PRO ECO 2.08 X 2.50 MTS GALV/PVC VERDE VICSON;;120;;
VICSON;;4;;5011003;;58302940;;MALLA UNIMALLA 1.18X50MTS CAL 11/14 VICSON;;2;;
VICSON;;5;;5018006;;93060022;;POSTE P/CERCA PRO ECO 60X60X1.5X2.60 MTS GALV/PVC VERDE VICSON;;121;;
EDIL;;1;;5003003;;332212;;MANTO ASFAL DURA ALUM AUT-ADH EDIL;;2;;
EDIL;;2;;5003005;;null;;TEJA ASFALTICA HEXAGONAL 3MM AZUL EDIL;;1;;
EDIL;;3;;5003004;;500335;;TEJA ASFALTICA HEXAGONAL 3MM ROJO EDIL;;1;;
EDIL;;4;;5003006;;500336;;TEJA ASFALTICA HEXAGONAL 3MM VERDE EDIL;;1;;
VENCEMOS;;1;;5001061;;200428;;CEMENTO BLANCO CPCA1 (21.25KG) VENCEMOS;;1;;
VENCEMOS;;2;;5001409;;null;;PEGO BLANCO 15KG VENCEMOS;;5;;
VENCEMOS;;3;;5001405;;200502;;PEGO GRIS 15KG VENCEMOS;;13;;
VENCEMOS;;4;;5001060;;200054;;YESO BLANCO TIPO 1 30KG (200054) VENCEMOS;;1;;
PRODIPLAST;;1;;1002037;;1002037;;TUBO P/ELEC PVC CONDUIT 1/2" X 3MTS PRODIPLAST;;2;;
PRODIPLAST;;2;;1002036;;1002036;;TUBO P/ELEC PVC CONDUIT 3/4" X 3MTS PRODIPLAST;;86;;
PRODIPLAST;;3;;2002035;;2002035;;TUBO POLIETILENO A.N. 2.3MM 110MM (4") PRODIPLAST;;225;;
PRODIPLAST;;4;;2002036;;null;;TUBO POLIETILENO A.N. 2.3MM 50MM (2") PRODIPLAST;;1;;
TODOCA;;1;;6012288;;null;;ESTUCO BLANCO 8KG TODOCA;;26;;
TODOCA;;2;;5001509;;null;;PEGO BLANCO 12KG TODOCA;;92;;
TODOCA;;3;;5001510;;5001510;;PEGO GRIS 12KG TODOCA;;5;;
LF;;1;;1002042;;08-013-047;;TUBO GALV EMT P/ELECTRICIDAD 1"X3MTS LF;;70;;
LF;;2;;1002040;;08-013-045;;TUBO GALV EMT P/ELECTRICIDAD 1/2"X3MTS LF;;181;;
LF;;3;;1002041;;08-013-046;;TUBO GALV EMT P/ELECTRICIDAD 3/4"X3MTS LF;;56;;
ECOTEJA;;1;;1121037;;null;;LAMINA POLIPROPILENO ONDULADO ROJO 1.8MMX3.66MTS (12 PIE) ECOTEJA;;187;;
ECOTEJA;;2;;1121035;;null;;LAMINA POLIPROPILENO TRAPEZOIDAL ROJO 1.8MMX3.66MTS (12 PIE) ECOTEJA;;243;;
ECOTEJA;;3;;1121036;;null;;LAMINA POLIPROPILENO TRAPEZOIDAL VERDE 1.8MMX3.66MTS (12 PIE) ECOTEJA;;200;;
- Ningún fabricante -;;1;;6006156;;null;;CERAMICA GEORGE GREEN 33X33 1.66M² X CAJA REGINA;;60;;
- Ningún fabricante -;;2;;5001404;;null;;PEGO GRIS 15KG MASTER;;1;;
- Ningún fabricante -;;3;;5001407;;null;;PEGO GRIS 5KG.;;28;;
GENERICO;;1;;1002022;;null;;TUBO P/ELEC PVC CONDUIT 1"X3MTS. REFORZADO;;3;;
GENERICO;;2;;1002021;;null;;TUBO P/ELEC PVC CONDUIT 3/4"X3MTS. REFORZADO;;3;;
GENERICO;;3;;2003002;;null;;TUBO PLAST. A.B. 3/4"X6MTS. AZUL ECON.;;34;;
ALFA YESO;;1;;5001066;;null;;YESO BLANCO 10KG ALFA YESO;;1;;
ALFA YESO;;2;;5001067;;null;;YESO BLANCO 25KG SUPER YESO;;1;;
ALFA YESO;;3;;5001065;;null;;YESO BLANCO 5KG EL ORIENTAL;;1;;
AMGO;;1;;5001402;;null;;PEGO BLANCO 12KG AMGO;;51;;
AMGO;;2;;5001403;;null;;PEGO GRIS 12KG AMGO;;15;;
SOL CANAIMA;;1;;6012029;;null;;ESTUCO 8KG SOL CANAIMA;;2;;
SOL CANAIMA;;2;;5001406;;null;;PEGO GRIS 13.5KG SOL CANAIMA;;1;;
SANILITE;;1;;2002026;;974478;;TUBO PVC A.N. 50MM (2") X 3MTS. SANILITE;;28;;
SANILITE;;2;;2002025;;974531;;TUBO PVC A.N. 75MM (3") X 1.8MMX3MTS. SANILITE;;2;;
SUFEIN;;1;;5011011;;SUF570;;MALLA ELECTROSOLDADA C-12 2"X2"X2X2MTS. (PANEL) SUFEIN;;1;;
SUFEIN;;2;;5011012;;SUF575;;MALLA ELECTROSOLDADA C-12 4"X2"X2X2MTS. (PANEL) SUFEIN;;13;;
Q TANQUE;;1;;9018039;;CON-0360-73;;CONTENEDOR D/BASURA 360LT VERDE (CON-0360-73) Q TANQUE;;1;;
Q TANQUE;;2;;9018003;;TBA-0208-54;;TAMBOR ABIERTO 208LT AZUL OSCURO Q TANQUE;;2;;
MANAPLAS;;1;;9018022;;324-6030-0;;PIPOTE C/RUEDAS 200LTS GRIS/ROJO (6030-0) MANAPLAS;;6;;
SUPRACAL;;1;;5001009;;MV1005;;CAL EN POLVO 8KG. SUPRACAL;;2039;;
NEVERI;;1;;5001002;;null;;PEGO GRIS NEVERI;;1;;
SIKA;;1;;5004141;;122460;;SIKAGROUT 104 SACO 20KG (122460) SIKA;;13;;
MONART;;1;;6012016;;P-151-10;;PASTA PROF. T/ESTUCO 10KG. MONART;;2;;
TUBOTEC;;1;;2002016;;007002;;TUBO PVC A.N. 50MM (2") X 3MTS. TUBOTEC;;50;;
OCCIDENTE;;1;;5001502;;null;;OCCIFRISO GRIS  SACO 20KG OCCIDENTE;;1;;
ARGOS;;1;;5001068;;null;;CEMENTO BLANCO USO GRAL 20KG ARGOS;;633;;
TUBOMAX;;1;;2002020;;TN00101+;;TUBO PVC A.N. 50MM (2") TUBOMAX;;26;;
MORTEROS VENEZOLANOS;;1;;5001504;;IPG010;;MORTERO P/ALBAÑILERIA 20KG INSTALBLOQUE;;8;;
CONECTANDO;;1;;2025019;;CTV-D-01;;CANAL PVC 4"X3MTS CONECTANDO;;490;;
SANTA BARBARA;;1;;5015002;;null;;CAL EN POLVO 10KG SANTA BARBARA;;3;;
PIRAMIDE;;1;;5001506;;5001506;;YESO BLANCO 25KG PIRAMIDE;;1;;
